Sample,Year,Area,pH,Temperature,logfO2,HCO3-_(input),SiO2_(input),F-_(input),Cl-_(input),Br-_(input),SO4-2_(input),NO2-_(input),NO3-_(input),Li+_(input),Na+_(input),NH4+_(input),K+_(input),Mg+2_(input),Ca+2_(input),Fe+2_(input),HS-_(input),rho_(input),redox_(input),redox_(input),redox_(input),Br-,Br3-,BrO-,BrO3-,BrO4-,CO,CO2,CO3-2,Ca(CO3),Ca(HCO3)+,Ca(HSiO3)+,Ca+2,CaCl+,CaCl2,CaF+,CaOH+,CaSO4,Cl-,ClO-,ClO2-,ClO3-,ClO4-,F-,Fe+2,Fe+3,FeCl+,FeCl2,FeF+,FeF+2,FeO,FeO+,FeO2-,FeOH+,FeOH+2,H+,H2,H2N2O2,H2O,H2O2,H2S,HBrO,HCO3-,HCl,HClO,HF,HF2-,HFeO2,HFeO2-,HN2O2-,HNO2,HNO3,HO2-,HS-,HSO3-,HSO4-,HSO5-,HSiO3-,K+,KBr,KCl,KHSO4,KOH,KSO4-,Li+,LiCl,LiOH,Mg(CO3),Mg(HCO3)+,Mg(HSiO3)+,Mg+2,MgCl+,MgF+,MgOH+,MgSO4,N2,N2O2-2,NH3,NH4+,NO2-,NO3-,Na+,NaBr,NaCl,NaF,NaHSiO3,NaOH,NaSO4-,O2,OCN-,OH-,S2O5-2,S2O6-2,S2O8-2,SO2,SO3-2,SO4-2,SiF6-2,SiO2,akermanite,andradite,anhydrite,anthophyllite,antigorite,aragonite,artinite,brucite,calcite,chalcedony,chrysotile,coesite,cristobalite,"cristobalite,alpha","cristobalite,beta",diopside,dolomite,enstatite,fluorite,forsterite,goethite,halite,hematite,huntite,hydromagnesite,magnesite,magnetite,merwinite,monticellite,nesquehonite,periclase,pyrite,quartz,sepiolite,sylvite,talc,tremolite,wollastonite,DEFAULT,HS-/SO4-2,NH4+/NO3-,NO2-/NO3-,%CI of mean,%CI of total,Charge imbalance,IS (molal),Mean charge,Sigma(mz) anions,Sigma(mz) cations,Total charge,stoichiometric IS (molal),Log(Br- x H+**1),Log(Br3- x H+**1),Log(BrO3- x H+**1),Log(BrO4- x H+**1),Log(CN- x H+**1),Log(Ca+2 / H+**2),Log(Cl- x H+**1),Log(ClO- x H+**1),Log(ClO2- x H+**1),Log(ClO3- x H+**1),Log(ClO4- x H+**1),Log(F- x H+**1),Log(Fe+2 / H+**2),Log(Fe+3 / H+**3),Log(HCO3- x H+**1),Log(HS- x H+**1),Log(HSO5- x H+**1),Log(K+ / H+**1),Log(Li+ / H+**1),Log(Mg+2 / H+**2),Log(N2H5+ / H+**1),Log(N2O2-2 x H+**2),Log(NH4+ / H+**1),Log(NO2- x H+**1),Log(NO3- x H+**1),Log(Na+ / H+**1),Log(OCN- x H+**1),Log(S2-2 x H+**2),Log(S2O3-2 x H+**2),Log(S2O4-2 x H+**2),Log(S2O5-2 x H+**2),Log(S2O6-2 x H+**2),Log(S2O8-2 x H+**2),Log(S3-2 x H+**2),Log(S3O6-2 x H+**2),Log(S4-2 x H+**2),Log(S4O6-2 x H+**2),Log(S5-2 x H+**2),Log(S5O6-2 x H+**2),Log(SCN- x H+**1),Log(SO3-2 x H+**2),Log(SO4-2 x H+**2),Log(SiF6-2 x H+**2)
090120X,0.0,0.0,10.6,27.7,-6.0,0.000148798,0.000186003,1.74e-07,0.005402629,2.45e-06,0.000430744,0.0,0.0,7.53e-07,0.005046593,0.0,0.000116373,0.00080971,0.000948104,0.0,0.0,0.9963290796368198,0,-6.0000E+00,Log fO2 (log bars) [from logfO2 column],-5.6536,-35.6025,-20.979,-36.0637,-56.3502,-52.1145,-8.9622,-4.4171,-4.291,-6.8736,-6.1146,-3.233,-5.8192,-8.4954,-9.3414,-5.3503,-4.6986,-2.312,-21.7744,-34.1674,-32.8249,-35.7605,-6.8086,,,,,,,,,,,,-10.6,-41.2299,,-0.000100481,-20.9333,,-23.0256,-4.701,-13.6278,-24.8387,-14.2137,-21.6312,,,,,,-21.9782,,-48.7263,-12.1721,-35.7116,-3.9051,-3.9824,-11.3486,-8.797,-19.5889,-7.7301,-6.6823,-6.1697,-9.9805,-9.1369,-4.7274,-6.9613,-5.9488,-3.3126,-5.7477,-8.7527,-4.2952,-4.6569,,,,,,,-2.3471,-9.3397,-5.4234,-10.1363,-4.4461,-5.8698,-5.223,-8.9093,,-3.3194,,-74.7947,-55.0325,-57.4321,-45.3558,-3.5934,-61.999,-4.9661,-1.2938,,-3.4102,27.031190000000002,300.88614,0.98708,1.4036600000000001,2.4199599999999997,1.18555,-1.73341,17.880879999999998,-2.46929,-2.11318,-2.11318,-2.71525,7.17733,3.91051,2.40475,-9.38665,4.52257,,-8.59629,,0.55865,-2.9518299999999997,0.5040100000000001,,-8.19698,2.23877,-3.2017900000000004,-4.43312,,-1.36317,16.1143,-9.85787,17.886860000000002,34.74074,-0.8502700000000001,0.505,,,,17.8804,8.9402,0.0013689005954,0.0096729,0.0076558630926,-0.0069714127948,0.008340313390300001,0.015311726185000001,0.0101835,-16.25364,-46.202529999999996,-46.66367,-66.95019,,17.967010000000002,-12.91204,-32.374390000000005,-44.76737,-43.42492,-46.36053,-17.40857,,,-15.301,,-46.311640000000004,6.61762,4.43034,17.88736,,,,,,8.25291,,-259.44191,-163.98825,-153.50525,-123.48024,-95.9947,-76.23248000000001,,-201.16896,-465.04297,-290.52338,,-408.60876,,-66.55579,-24.79345,-83.19899000000001
090117J,0.0,0.0,10.6,18.8,-6.0,0.001778175,0.000104182,2.28e-06,0.004438191,2.42e-06,0.000204249,0.0,5.16e-05,2.29e-06,0.005158817,9.98e-06,0.000111565,0.000994446,4.19e-05,0.0,0.0,0.9984746102867498,0,-6.0000E+00,Log fO2 (log bars) [from logfO2 column],-5.6572,-35.3309,-21.1282,-36.3561,-57.0658,-52.2716,-7.5716,-3.1653,-4.7097,-7.1314,-7.9947,-4.8232,-7.527,-10.214,-9.8358,-7.3527,-6.6077,-2.3954,-22.1736,-34.7841,-33.2425,-36.0439,-5.6879,,,,,,,,,,,,-10.6,-42.7231,-64.3604,-9.59067e-05,-21.4361,,-23.0717,-3.3665,-13.66,-25.1646,-13.1637,-19.4986,,,-60.8715,,-16.2881,-22.6486,,-50.5185,-12.5696,-36.7089,-4.1874,-3.9981,-11.4424,-9.0015,-20.1088,-8.0868,-7.0033,-5.6844,-9.601,-8.9505,-3.5401,-5.6523,-6.2357,-3.3331,-5.8536,-7.6589,-4.6487,-4.9987,-15.7723,-61.3911,-5.0329,-6.1948,,-4.3295,-2.3342,-9.371,-5.518,-9.038,-4.5972,-6.1565,-5.5248,-8.8413,-71.6963,-3.6196,,-77.2999,-56.612,-59.3091,-47.104,-3.8878,-55.0729,-5.1622,-8.06931,,-5.94758,20.63953,258.43863999999996,0.4374,2.1691700000000003,1.53229,0.63059,-1.7069900000000002,15.231129999999999,-2.44087,-2.09119,-2.09119,-2.70781,3.3716199999999996,4.79173,1.4733100000000001,-8.14429,2.63121,,-8.40555,,4.27055,2.01252,1.9333,,,-1.6120299999999999,-1.38771,-5.39245,,-1.33675,12.92842,-9.56986,15.233989999999999,24.4726,-3.73898,0.534,,0.13,,-14.3238,-7.1619,-0.0010256568338,0.00903486,0.0071605250854,-0.0076733535023,0.0066476966686,0.014321050171,0.00910877,-16.257189999999998,-45.930890000000005,-46.956109999999995,-67.66579,-127.68791,16.37678,-12.9954,-32.773590000000006,-45.38415,-43.84253,-46.6439,-16.28785,,,-13.966529999999999,,-47.30891,6.60185,4.91558,17.86693,-106.32731000000001,-82.59108,4.40519,,-14.9295,8.265830000000001,-82.29626999999999,-268.31633999999997,-169.24284,-158.2241,-127.04683,-98.49986,-77.81196,,-207.28404,-481.07084000000003,-299.93427,,-421.86143,-220.75636,-68.30404,-25.08778,-76.27295
120116R,0.0,0.0,10.6,25.8,-6.0,0.000756171,8.34e-05,4.21e-08,0.003511778,8.33e-07,0.000265755,4.84e-07,2.58e-05,2.36e-06,0.004260171,7.63e-06,0.00011781,0.00080683,0.000192,0.0,9.68e-07,0.9968514193180694,0,-6.0000E+00,Log fO2 (log bars) [from logfO2 column],-6.1168,-36.9346,-21.4726,-36.5871,-56.9622,-51.5374,-8.0616,-3.5436,-4.2359,-6.7861,-7.2538,-4.034,-6.8093,-9.6522,-10.7579,-6.2372,-5.6735,-2.4933,-22.0215,-34.46,-33.076,-35.9837,-7.418,,,,,,,,,,,,-10.6,-41.542,-63.4614,-7.71786e-05,-21.038,-9.6647,-23.4981,-3.8111,-13.7992,-25.0711,-14.8384,-22.873,,,-59.896,-13.7283,-16.5171,-22.1173,-6.0526,-49.208,-12.3627,-36.0279,-4.2409,-3.9703,-11.8155,-8.9884,-19.7904,-7.7886,-6.8413,-5.6674,-9.6646,-8.6966,-3.9012,-6.1108,-6.3195,-3.35,-5.9676,-9.4018,-4.4024,-4.8687,-15.8825,-60.2904,-5.137,-6.5161,-6.3525,-4.6268,-2.4127,-9.8773,-5.6756,-10.819,-4.8232,-5.9975,-5.4617,-8.8958,-70.4888,-3.3813,,-75.5325,-55.5772,-57.9325,-45.8275,-3.7616,-65.8927,-5.2837,-4.82985,,-4.74196,22.3115,276.7432,1.06356,2.31316,2.1852400000000003,1.2609,-2.10747,16.4201,-2.84292,-2.4881900000000003,-2.4881900000000003,-3.0933,4.9178,5.08323,1.78079,,3.6482300000000003,,-8.87369,,3.9171099999999996,1.2263700000000002,1.59988,,,0.3492,-2.0231,-4.68342,,-1.73722,12.97591,,15.665779999999998,27.9998,-2.48902,0.511,-0.441,0.109,0.244,6.7647,3.3823,0.00038675599963,0.00711915,0.0057172988996,-0.005523920899800001,0.0059106768994,0.011434597799,0.00745684,-16.7168,-47.534620000000004,-47.187129999999996,-67.56215,-125.23544,17.16601,-13.09327,-32.62155,-45.06002,-43.67603,-46.58367,-18.017960000000002,,,-14.41111,-16.65259,-46.62785,6.6296800000000005,4.93264,17.84996,-104.02143000000001,-81.49038,4.0839,-16.95253,-15.22675,8.187330000000001,-81.08877,-261.50955,-165.3001,-154.70529,-124.43968999999998,-96.73253000000001,-76.77723,-236.58917000000002,-202.76847,-468.82025,-292.9192,-444.33870999999994,-411.91446,-215.87851,-67.02748000000001,-24.9616,-87.09266
090123G,0.0,0.0,10.6,27.6,-6.0,0.000592473,0.000175998,0.0,0.003541197,1.73e-06,0.000356051,0.0,0.0,1.77e-06,0.003936708,0.0,0.000119417,0.001534664,0.000603792,0.0,0.0,0.9963573892151396,0,-6.0000E+00,Log fO2 (log bars) [from logfO2 column],-5.803,-36.0476,-21.1299,-36.2162,-56.5073,-51.5026,-8.3333,-3.7896,-3.9232,-6.5041,-6.3794,-3.4917,-6.2599,-9.1169,,-5.6135,-5.0409,-2.4936,-21.9594,-34.3548,-33.0102,-35.9443,,,,,,,,,,,,,-10.6,-41.2462,,-8.22167e-05,-20.9387,,-23.1754,-4.0727,-13.8089,-25.023,,,,,,,,-21.9854,,-48.826,-12.2565,-35.8027,-3.9111,-3.9689,-11.4852,-8.9662,-19.661,-7.7202,-6.7522,-5.7964,-9.7891,-8.7668,-3.8464,-6.079,-5.7005,-3.0585,-5.6752,,-4.0448,-4.4864,,,,,,,-2.4527,-9.5951,-5.7109,,-4.5563,-5.9786,-5.4122,-8.9086,,-3.3226,,-74.9823,-55.21,-57.5328,-45.4549,-3.6767,,-4.9711,-1.6923,,-3.8812,29.3775,317.07536,1.49332,2.95707,2.76005,1.6917400000000002,-1.7371299999999998,18.89324,-2.4729799999999997,-2.11695,-2.11695,-2.7191799999999997,7.14439,5.62746,2.7403,,5.19736,,-8.988339999999999,,4.696680000000001,2.2326799999999998,1.7147,,-8.9605,2.20933,-1.9866599999999999,-4.09387,,-1.36689,17.45479,,18.89112,35.67908,-1.2189299999999998,0.505,,,,33.8598,16.9299,0.0021958729991,0.00875706,0.0064851942148,-0.005387257715199999,0.0075831307143,0.01297038843,0.00973137,-16.40298,-46.64757,-46.816159999999996,-67.10731,,17.708270000000002,-13.09362,-32.55941,-44.95478,-43.61015,-46.5443,,,,-14.672670000000002,,-46.40267,6.631139999999999,4.80357,18.141479999999998,,,,,,8.147310000000001,,-259.69908,-164.20588,-153.71702,-123.67942,-96.18228,-76.40996,,-201.47614,-465.53862999999996,-290.94674,,-409.15424,,-66.65495,-24.87671,
120123E,0.0,0.0,10.7,28.3,-6.0,0.000394578,8.29e-06,3.58e-07,0.00757673,4.47e-06,0.0004202,0.0,0.0,3e-06,0.004048865,0.0,0.000111018,1.02e-05,0.00773,0.0,0.0,0.9961573442535385,0,-6.0000E+00,Log fO2 (log bars) [from logfO2 column],-5.4089,-35.0862,-20.7248,-35.8001,-56.0588,-52.2829,-9.2319,-4.4785,-3.4936,-6.1862,-6.6082,-2.3797,-4.8348,-7.3871,-8.1922,-4.3701,-3.9968,-2.1836,-21.6253,-34.004,-32.6745,-35.6189,-6.5146,,,,,,,,,,,,-10.7,-41.1321,,-0.000146485,-20.9005,,-22.8779,-4.8675,-13.6024,-24.7942,-14.0149,-21.1361,,,,,,-21.8347,,-48.8813,-12.4184,-35.9185,-5.2529,-4.0235,-11.14,-8.7026,-19.869,-7.6492,-6.8758,-5.589,-9.2697,-8.4369,-6.7441,-9.0854,-9.2556,-5.271,-7.5771,-10.4163,-6.1317,-6.7666,,,,,,,-2.4593,-9.2043,-5.4054,-9.9522,-5.9135,-5.8627,-5.487,-8.9135,,-3.2001,,-75.1755,-55.4738,-57.6812,-45.4141,-3.7469,-62.1136,-6.4196,-4.68884,,-2.44266,-5.7051099999999995,118.48508000000001,2.08669,-3.75017,0.0524,2.28552,-3.7572,6.733339999999999,-4.49322,-4.13667,-4.13667,-4.73779,2.2722900000000004,2.23921,-1.98175,-7.42322,-2.22647,,-8.59281,,-6.65232,,-2.26678,,,-0.64118,-5.99895,-6.79568,,-3.3869599999999997,-5.51312,-9.765410000000001,2.69565,9.7397,-1.36781,0.49700000000000005,,,,69.558,34.779,0.0096613145052,0.0215118,0.013889577335,-0.0090589200821,0.018720234587,0.027779154668999998,0.022973,-16.108929999999997,-45.786159999999995,-46.50007,-66.75884,,19.02032,-12.883569999999999,-32.32527,-44.703990000000005,-43.37455,-46.31892,-17.21465,,,-15.56753,,-46.61851,6.67651,5.11099,16.12904,,,,,,8.24071,,-259.6061,-164.38923,-153.94125,-123.99163,-96.57551,-76.87377,,-201.88572,-465.48332999999997,-291.39655,,-409.60278999999997,,-66.81411,-25.14685,-83.51361
090122C,0.0,0.0,10.8,18.5,-6.0,0.000352369,1.78e-05,0.0,0.00794625,3.22e-06,0.000296,0.0,0.0,3.17e-06,0.008792607,0.0,0.000189113,0.00030504,0.001347305,0.0,0.0,0.9985328416198426,0,-6.0000E+00,Log fO2 (log bars) [from logfO2 column],-5.539,-35.3662,-21.0151,-36.248,-56.9723,-53.563,-8.8094,-4.0084,-3.8485,-6.4644,-7.1185,-3.1163,-5.5746,-8.0126,,-5.4601,-4.7803,-2.1489,-21.9381,-34.5562,-33.0076,-35.8043,,,,,,,,,,,,,-10.8,-42.7749,,-0.000145513,-21.4536,,-23.1549,-4.4065,-13.6115,-25.1264,,,,,,,,-22.4721,,-50.649,-12.6517,-36.8117,-5.018,-3.7763,-11.1049,-8.5368,-19.9726,-7.6769,-6.6604,-5.5501,-9.2209,-8.6267,-4.8015,-7.1092,-7.4826,-3.75,-6.024,,-4.8772,-5.2952,,,,,,,-2.1079,-9.0279,-5.0461,,-5.1974,-5.7407,-5.1778,-8.8388,,-3.4302,,-77.5235,-56.8034,-59.6422,-47.0332,-3.7665,,-6.1898,-5.27243,,-3.5054800000000004,9.37544,209.65124,1.58781,0.43451000000000006,1.48053,1.78083,-3.06815,12.35228,-3.80196,-3.45249,-3.45249,-4.06962,3.38303,4.25204,0.05814,,1.16195,,-7.76483,,0.34964,-4.79566,0.24315,,,-0.24006999999999998,-3.06521,-5.4465,,-2.69791,4.5610599999999994,-8.93043,9.63105,18.89235,-2.31285,0.524,,,,24.9354,12.4677,0.0026345778202,0.012432700000000001,0.010565628651000001,-0.0092483397414,0.011882917562,0.021131257303,0.012920699999999999,-16.339029999999998,-46.16623,-47.04797,-67.7723,,18.48369,-12.94893,-32.73808,-45.35618,-43.80764,-46.60434,,,,-15.206529999999999,,-47.611740000000005,7.0237,5.24987,17.84996,,,,,,8.69212,,-269.16093,-169.96183,-158.92449,-127.70725,-99.12345,-78.4034,,-208.30106999999998,-482.69998,-301.3338,,-423.66249000000005,,-68.63320999999999,-25.3665,
140111I,0.0,0.0,10.9,18.8,-6.0,0.000846059,0.0001,1.71e-07,0.00369,2.36e-06,0.000154,2.96e-07,8.4e-06,1.5e-06,0.00436,5.97e-06,9.76e-05,0.000807,0.000368,0.0,2.03e-06,0.9984746102867498,0,-6.0000E+00,Log fO2 (log bars) [from logfO2 column],-5.6648,-35.9537,-21.1358,-36.3637,-57.0734,-53.1759,-8.4759,-3.4697,-3.9441,-6.6658,-6.9096,-3.7533,-6.5337,-9.2974,-9.8876,-5.9827,-5.6511,-2.4721,-22.2503,-34.8608,-33.3192,-36.1206,-6.8096,,,,,,,,,,,,-10.9,-42.7231,-66.5301,-8.027489999999999e-05,-21.4361,-9.5429,-23.3793,-3.9709,-14.0366,-25.5412,-14.5854,-22.042,,,-62.7413,-14.1783,-17.373,-22.3486,-5.7312,-50.9318,-12.9829,-37.1222,-4.1722,-4.0522,-11.504,-9.1322,-20.5761,-7.8408,-7.1705,-5.8646,-9.8578,-8.8306,-3.8673,-6.2794,-6.2434,-3.3559,-5.9531,-8.8034,-4.3715,-5.1348,-17.9421,-62.9608,-5.2402,-6.7022,-6.5663,-5.1144,-2.4035,-9.4479,-5.6641,-10.229,-4.6514,-5.9258,-5.7074,-8.8413,-73.3855,-3.3195,,-78.1264,-57.4385,-60.0223,-47.2173,-4.001,-63.288,-5.447,-3.5974199999999996,,-4.66953,22.99301,282.51309,1.46017,2.5032200000000002,2.30336,1.65337,-2.08748,16.78334,-2.82135,-2.47167,-2.47167,-3.0883,5.6126,5.37742,1.86388,-9.71195,3.79282,,-8.6006,,3.9820699999999998,1.0353299999999999,1.49621,,,1.00944,-1.82473,-4.6214,,-1.71724,13.72986,-9.74446,16.02521,29.74581,-1.88855,0.517,-0.447,0.107,0.235,9.3381,4.669,0.00055424551633,0.00742175,0.005935319624600001,-0.0056581968665,0.0062124423828,0.011870639249,0.00786695,-16.56479,-46.8537,-47.263709999999996,-67.97339000000001,-129.67713999999998,18.04671,-13.37207,-33.150259999999996,-45.76082,-44.2192,-47.02057,-17.70956,,,-14.87086,-16.631220000000003,-48.02215,6.84782,5.03541,18.44408,-108.49703999999998,-84.76083,4.19784,-17.46634,-16.01438,8.4965,-84.28549,-269.74285,-170.66935,-159.65061,-128.47333999999998,-99.92636999999999,-79.23846999999999,-243.64844,-209.42382,-483.92388,-302.78731,-458.27832,-425.42773,-223.45885,-69.01729,-25.801029999999997,-85.08803
090122A,0.0,0.0,10.9,17.4,-6.0,0.000463205,3.63e-05,1.05e-07,0.00782903,2.96e-06,0.000346964,0.0,0.0,3.03e-06,0.008216264,0.0,0.000169342,0.000860317,0.000494,0.0,0.0,0.9987378411709087,0,-6.0000E+00,Log fO2 (log bars) [from logfO2 column],-5.5745,-35.6351,-21.0692,-36.3204,-57.0986,-53.7153,-8.7641,-3.7825,-4.094,-6.7883,-7.2629,-3.578,-6.0453,-8.4787,-9.936,-5.8746,-5.1672,-2.1542,-21.9837,-34.6295,-33.0555,-35.835,-7.0301,,,,,,,,,,,,-10.9,-42.9654,,-0.000139964,-21.518,,-23.2953,-4.2693,-13.7095,-25.2622,-14.8168,-22.5005,,,,,,-22.4585,,-50.8623,-12.6867,-36.923,-4.7005,-3.823,-11.1963,-8.602,-20.0673,-7.6677,-6.6305,-5.5685,-9.2469,-8.5836,-4.1459,-6.537,-6.7274,-3.3152,-5.594,-8.9833,-4.3848,-4.786,,,,,,,-2.1365,-9.0968,-5.0827,-10.1879,-4.8929,-5.708,-5.1311,-8.8295,,-3.3691,,-77.8124,-56.9739,-59.9655,-47.1417,-3.6891,-65.058,-5.9615,-4.75129,,-4.01706,17.26444,256.75542,1.26115,2.05308,2.21838,1.45353,-2.72171,15.253789999999999,-3.4552699999999996,-3.1066,-3.1066,-3.72559,4.35883,4.779,1.13388,,2.96678,,-7.77614,,2.58007,-0.62783,1.0965799999999999,,,0.3871,-2.16471,-4.71729,,-2.35148,9.61592,-8.948780000000001,13.218679999999999,24.4311,-2.4144900000000002,0.521,,,,11.3337,5.6668,0.0011437011165999998,0.0117843,0.010091193379,-0.0095193428205,0.010663043936999999,0.020182386758,0.012226700000000002,-16.47448,-46.53515,-47.22036,-67.99861999999999,,18.22198,-13.05417,-32.88369,-45.52953,-43.95551,-46.735,-17.93013,,,-15.16934,,-47.82302,7.0769899999999994,5.33148,18.484779999999997,,,,,,8.76351,,-270.46376000000004,-170.80212,-159.69628,-128.33181000000002,-99.61238,-78.77387,,-209.33518999999998,-485.08457000000004,-302.87279,,-425.77647,,-68.94165,-25.48913,-86.85801
120129G,0.0,0.0,11.0,37.3,-6.0,5.33e-05,2.82e-06,0.0,0.005107619,1.04e-06,1.32e-06,4.38e-07,0.0,3.34e-06,0.005193367,0.0,0.000145644,6.34e-07,0.00148,0.0,0.0,0.9932166038237127,0,-6.0000E+00,Log fO2 (log bars) [from logfO2 column],-6.026,-37.7867,-21.2032,-36.1422,-55.9962,-51.9443,-10.3697,-4.9076,-4.4876,-7.6188,-7.6743,-3.0289,-5.595,-8.362,,-4.3287,-6.969,-2.3366,-21.4777,-33.6486,-32.5081,-35.5797,,,,,,,,,,,,,-11.0,-39.7064,,-0.000109441,-20.4239,,-23.7481,-5.6649,-14.0939,-25.0102,,,,,,-14.2698,,-20.9067,,-50.0984,-14.9625,-37.8871,-5.6873,-3.8845,-11.5436,-8.6129,-22.1643,-6.8928,-9.0722,-5.5245,-9.3309,-7.7925,-8.376,-11.1181,-10.9469,-6.5233,-8.9703,,-6.7644,-10.3397,,,,,-6.4014,,-2.3316,-9.6502,-5.4029,,-6.327,-5.1554,-7.6861,-8.9698,,-2.6229,,-78.6419,-59.8191,-59.1062,-46.3843,-6.1008,,-7.2393,-6.1544099999999995,,-6.63687,,61.98993000000001,0.70972,-6.3436,-0.07804,0.9139700000000001,-5.2569,3.3832,-5.99494,-5.63183,-5.63183,-6.21916,-0.02521,-1.37046,-3.5389,,-3.8385300000000004,,-8.908610000000001,,,,-4.49769,,,-1.41885,-8.62593,-6.8507,,-4.8867,,,-3.5947400000000003,-1.142,-2.0926099999999996,0.449,,,0.449,4.8523,2.4262,0.00038711734053,0.00939022,0.0079779365759,-0.0077843779056,0.008171495246199999,0.015955873152000002,0.00959202,-17.02596,-48.78674,-47.14221,-66.99625,,18.97108,-13.336570000000002,-32.477740000000004,-44.64857,-43.50815,-46.57966,,,,-16.66493,,-48.88711,7.11552,5.47551,15.47674,,,,-17.401429999999998,,8.66842,,-257.6093,-165.83862,-155.90003000000002,-127.04751,-100.64186,-81.81908,,-205.73412,-463.11197000000004,-295.32336000000004,,-413.09345,,-68.38432,-28.10083,
120119C,0.0,0.0,11.0,33.7,-6.0,8.39e-05,2.72e-06,1.05e-07,0.008118602,8.33e-06,9.3e-06,0.0,0.0,5.68e-07,0.00528595,1.41e-05,0.000122155,4.19e-06,0.00347,0.0,1.69e-06,0.9944721526582461,0,-6.0000E+00,Log fO2 (log bars) [from logfO2 column],-5.1305,-35.0046,-20.3623,-35.3549,-55.3682,-52.5094,-10.3539,-4.9319,-4.2029,-7.2813,-7.3732,-2.6858,-5.0773,-7.6287,-8.9987,-4.1391,-5.8584,-2.1444,-21.4037,-33.6563,-32.4417,-35.4633,-7.0349,,,,,,,,,,,,-11.0,-40.2674,,-0.000141171,-20.611,-9.9375,-22.8718,-5.6636,-13.8877,-24.9119,-14.7908,-22.4119,,,,,,-21.1525,-5.8252,-49.884,-14.2265,-37.3779,-5.7212,-3.971,-10.7644,-8.5484,-21.5589,-7.1033,-8.3864,-6.303,-9.9287,-8.6805,-7.5913,-10.2955,-10.1509,-5.694,-7.9547,-11.3499,-6.0611,-8.7438,,,-4.8556,-6.8689,,,-2.3336,-8.7744,-5.2241,-10.324,-6.3216,-5.2667,-6.9191,-8.9487,,-2.7309,,-77.8068,-58.6387,-58.9293,-46.1478,-5.3203,-67.467,-7.2394,-4.76326,,-5.04113,,107.77086000000001,1.11047,-4.30089,0.77887,1.31254,-5.111219999999999,6.2289699999999995,-5.84845,-5.48797,-5.48797,-6.08071,1.24443,0.1234,-2.5657099999999997,-9.49527,-2.0388900000000003,,-8.53002,,,,-3.4053,,-9.23563,-0.30305,-7.374410000000001,-6.02424,,-4.741,,-9.88514,-0.48155,4.50901,-1.80246,0.461,-0.502,0.461,,16.552,8.276,0.0018533399735999997,0.0145405,0.011197068418,-0.010270398432,0.012123738404999999,0.022394136837,0.014928,-16.13054,-46.0046,-46.354859999999995,-66.36825,,19.31417,-13.14437,-32.40368,-44.65634,-43.44167,-46.46327,-18.03487,,,-16.66357,-16.82516,-48.37788,7.028980000000001,4.69696,16.30604,,,4.13111,,,8.66644,,-259.15808,-166.03241,-155.89361,-126.60971,-99.80677,-80.63865,-235.64586,-205.36738,-465.57355,-295.30874,-442.48939,-413.63268999999997,,-68.14778000000001,-27.320259999999998,-89.467
100112AG,0.0,0.0,11.1,37.7,-6.0,4.39e-05,1.37e-06,8.06e-06,0.005730438,0.0,1.13e-06,0.0,3.39e-05,9.94e-06,0.00613987,9.39e-06,0.000149876,6.46e-07,0.001727112,0.0,3.21e-06,0.9930708999858265,0,-6.0000E+00,Log fO2 (log bars) [from logfO2 column],,,,,,-52.2045,-10.6937,-5.0274,-4.551,-7.7878,-7.9467,-2.9763,-5.4937,-8.2166,-7.3801,-4.1593,-6.9999,-2.29,-21.4182,-33.58,-32.4477,-35.5247,-5.1424,,,,,,,,,,,,-11.1,-39.6448,-61.832,-0.000129138,-20.4034,-9.7991,,-5.8875,-14.1488,-25.0533,-12.9649,-18.6798,,,-57.6505,,-16.7907,-20.7798,-5.541,-50.2213,-15.1426,-38.0423,-6.0133,-3.8759,,-8.5532,-22.3309,-6.7707,-9.1477,-5.055,-8.8135,-7.211,-8.5309,-11.377,-11.3103,-6.5606,-8.9604,-10.3147,-6.6879,-10.4605,-15.8602,-57.3598,-5.0302,-7.2579,,-4.5173,-2.2626,,-5.286,-8.3433,-6.5886,-4.9745,-7.7009,-8.9721,-69.8245,-2.5111,,-78.9322,-60.1473,-59.3248,-46.4097,-6.1859,-57.0868,-7.669,-6.34492,,-6.68478,,53.434940000000005,0.6196,-6.30783,0.1874,0.82409,-5.88426,2.92663,-6.622389999999999,-6.25899,-6.25899,-6.8457300000000005,-0.6150800000000001,-1.6798099999999998,-3.89751,-4.67954,-3.92827,,-8.75652,,,,-4.71683,,,-1.38045,-8.862910000000001,-6.58183,,-5.514069999999999,,,-5.303319999999999,-4.0301599999999995,-2.32317,0.442,-0.529,0.040999999999999995,,3.8492,1.9246,0.0003625827287,0.0110529,0.009419618378700001,-0.0092383270143,0.009600909743,0.018839236757,0.011312200000000001,,,,,-123.07698,19.22372,-13.389970000000002,-32.51817,-44.68002,-43.547740000000005,-46.62473,-16.24241,,,-16.987470000000002,-16.64101,-49.14226,7.2240899999999995,6.045,15.639389999999999,-100.14586,-79.55977,3.8421199999999995,,-15.617289999999999,8.8374,-80.9245,-257.83807,-166.21605,-156.29942,-127.49423,-101.13217,-82.34725,-234.742,-206.37231,-463.63910999999996,-296.12215,-440.96585,-414.03076,-213.43987,-68.60970999999999,-28.3859,-79.28679
